id,clothtype,type,price,pricerate,weight,quality,level,material,occupation,condition1,condition2,stat1,stat2,defense,magicresistence,atkdistmvsped,attackpower,attackspeed,itemgrade
1125,5,151,8880,0,3,56,9,2825,44|0|0,31|100,0|0,28|25,39|320,222,89,84,0,0,4
1128,5,153,11011,0,3,73,7,2826,0|0|0,31|170,0|0,27|42,38|1224,127,68,85,0,0,7
1129,5,153,11011,0,3,73,7,2827,0|0|0,31|170,0|0,28|42,39|544,127,68,85,0,0,7
1130,5,151,13489,0,3,62,2,2828,44|0|0,31|120,0|0,27|30,38|864,259,102,84,0,0,5
1131,5,151,13489,0,3,62,2,2829,44|0|0,31|120,0|0,28|30,39|384,259,102,84,0,0,5
1132,5,151,19504,0,3,65,4,2832,54|0|0,31|140,0|0,27|35,38|1008,296,116,84,0,0,6
1133,5,151,19504,0,3,65,4,2833,54|0|0,31|140,0|0,28|35,39|448,296,116,84,0,0,6
1134,5,151,10066,0,3,80,1,2834,44|0|0,31|110,0|0,27|27,38|792,240,96,87,0,0,5
1135,5,151,10066,0,3,80,1,2835,44|0|0,31|110,0|0,28|27,39|352,240,96,87,0,0,5
1136,5,151,26812,0,3,79,6,2836,54|0|0,31|160,0|0,27|40,38|1152,333,129,86,0,0,7
1137,5,151,26812,0,3,79,6,2837,54|0|0,31|160,0|0,28|40,39|512,333,129,86,0,0,7
1138,5,153,30834,0,3,79,8,2838,0|0|0,31|180,0|0,27|45,38|1296,134,72,87,0,0,8
1139,5,153,30834,0,3,79,8,2839,0|0|0,31|180,0|0,28|45,39|576,134,72,87,0,0,8
1140,5,151,136980,0,3,85,8,2842,54|0|0,31|180,0|0,27|45,38|1296,370,142,90,0,0,8
1141,5,151,136980,0,3,85,8,2843,54|0|0,31|180,0|0,28|45,39|576,370,142,90,0,0,8
1142,5,151,16497,0,3,84,3,2840,54|0|0,31|130,0|0,27|32,38|936,277,109,90,0,0,6
1143,5,151,16497,0,3,84,3,2841,54|0|0,31|130,0|0,28|32,39|416,277,109,90,0,0,6
1144,5,153,188,0,2,18,1,2844,0|0|0,0|2,0|0,27|0,38|14,16,13,70,0,0,1
1145,5,153,188,0,2,18,1,2845,0|0|0,0|2,0|0,28|0,39|6,16,13,70,0,0,1
1146,5,153,263,0,2,18,1,2846,0|0|0,0|3,0|0,27|0,38|21,17,13,75,0,0,1
1147,5,153,263,0,2,18,1,2847,0|0|0,0|3,0|0,28|0,39|9,17,13,75,0,0,1
1148,5,153,365,0,3,20,2,2848,0|0|0,31|5,0|0,27|1,38|36,18,14,75,0,0,1
1149,5,153,365,0,3,20,2,2849,0|0|0,31|5,0|0,28|1,39|16,18,14,75,0,0,1
1150,5,153,504,0,3,21,2,2850,0|0|0,31|7,0|0,27|1,38|50,20,15,80,0,0,1
1151,5,153,504,0,3,21,2,2851,0|0|0,31|7,0|0,28|1,39|22,20,15,80,0,0,1
1152,5,153,690,0,2,22,3,2852,0|0|0,31|10,0|0,27|2,38|72,22,16,80,0,0,1
1153,5,153,690,0,2,22,3,2853,0|0|0,31|10,0|0,28|2,39|32,22,16,80,0,0,1
1154,5,153,938,0,2,24,3,2854,0|0|0,31|15,0|0,27|3,38|108,26,18,80,0,0,1
1155,5,153,938,0,2,24,3,2855,0|0|0,31|15,0|0,28|3,39|48,26,18,80,0,0,1
1156,5,153,1267,0,2,26,4,2856,0|0|0,31|20,0|0,27|5,38|144,29,20,80,0,0,1
1157,5,153,1267,0,2,26,4,2857,0|0|0,31|20,0|0,28|5,39|64,29,20,80,0,0,1
1158,5,153,1697,0,2,28,4,2858,0|0|0,31|25,0|0,27|6,38|180,33,21,85,0,0,1
1159,5,153,1697,0,2,28,4,2859,0|0|0,31|25,0|0,28|6,39|80,33,21,85,0,0,1
1160,5,153,2257,0,2,29,5,2860,0|0|0,31|30,0|0,27|7,38|216,37,23,80,0,0,2
1161,5,153,2257,0,2,29,5,2861,0|0|0,31|30,0|0,28|7,39|96,37,23,80,0,0,2
1162,5,153,2980,0,2,31,5,2862,0|0|0,31|35,0|0,27|8,38|252,40,25,85,0,0,2
1163,5,153,2980,0,2,31,5,2863,0|0|0,31|35,0|0,28|8,39|112,40,25,85,0,0,2
1164,5,153,3903,0,2,33,6,2864,0|0|0,31|40,0|0,27|10,38|288,44,27,85,0,0,2
1165,5,153,3903,0,2,33,6,2865,0|0|0,31|40,0|0,28|10,39|128,44,27,85,0,0,2
1166,5,153,5074,0,2,35,6,2866,0|0|0,31|45,0|0,27|11,38|324,48,29,90,0,0,2
1167,5,153,5074,0,2,35,6,2867,0|0|0,31|45,0|0,28|11,39|144,48,29,90,0,0,2
1168,5,153,6546,0,2,39,7,2868,0|0|0,31|55,0|0,27|13,38|396,55,33,85,0,0,3
1169,5,153,6546,0,2,39,7,2869,0|0|0,31|55,0|0,28|13,39|176,55,33,85,0,0,3
1170,5,153,8378,0,2,42,7,2870,0|0|0,31|63,0|0,27|15,38|453,61,35,87,0,0,3
1171,5,153,8378,0,2,42,7,2871,0|0|0,31|63,0|0,28|15,39|201,61,35,87,0,0,3
1172,5,153,10641,0,2,46,8,2872,0|0|0,31|75,0|0,27|18,38|540,70,40,85,0,0,3
1173,5,153,10641,0,2,46,8,2873,0|0|0,31|75,0|0,28|18,39|240,70,40,85,0,0,3
1174,5,153,13407,0,2,49,9,2874,0|0|0,31|83,0|0,27|20,38|597,76,43,85,0,0,4
1175,5,153,13407,0,2,49,9,2875,0|0|0,31|83,0|0,28|20,39|265,76,43,85,0,0,4
1180,5,151,33400,0,10,83,9,2692,51|0|0,31|200,0|0,27|50,38|1440,521,129,85,0,0,8
1181,5,151,33400,0,10,83,9,2693,51|0|0,31|200,0|0,28|50,39|640,521,129,85,0,0,8
1182,5,152,137400,0,3,90,9,2694,52|0|0,31|200,0|0,27|50,38|1440,244,277,82,0,0,8
1183,5,152,137400,0,3,90,9,2695,52|0|0,31|200,0|0,28|50,39|640,244,277,82,0,0,8
1184,5,151,163200,0,3,90,9,2696,53|0|0,31|200,0|0,27|50,38|1440,293,216,95,0,0,8
1185,5,151,163200,0,3,90,9,2697,53|0|0,31|200,0|0,28|50,39|640,293,216,95,0,0,8
1186,5,151,152200,0,3,91,9,2698,54|0|0,31|200,0|0,27|50,38|1440,407,155,90,0,0,8
1187,5,151,152200,0,3,91,9,2699,54|0|0,31|200,0|0,28|50,39|640,407,155,90,0,0,8
1203,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,21|30,0|0,20,10,80,0,0,13
1204,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,21|30,0|0,20,10,80,0,0,13
1205,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,21|30,0|0,20,10,80,0,0,13
1206,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,21|30,0|0,20,10,80,0,0,13
1207,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,21|30,0|0,20,10,80,0,0,13
1210,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,21|30,0|0,20,10,80,0,0,13
1211,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,21|30,0|0,20,10,80,0,0,13
1212,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1213,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1214,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1215,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1216,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1217,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1218,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1219,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,80,0,0,14
1220,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,20,10,5,0,0,14
1221,5,153,0,0,2,23,0,0,0|0|0,0|0,0|0,23|30,0|0,20,10,80,0,0,13
1222,5,153,0,0,2,23,0,0,0|0|0,0|0,0|0,23|15,0|0,20,10,80,0,0,13
1223,5,153,0,0,2,23,0,0,0|0|0,0|0,0|0,23|30,0|0,20,10,80,0,0,13
1224,5,153,0,0,2,23,0,0,0|0|0,0|0,0|0,23|-20,14|20,20,10,60,0,0,14
1233,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1234,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1235,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1236,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1237,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1238,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1239,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1240,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1241,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1242,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1243,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1244,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1245,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1246,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
1247,5,153,1000,0,2,23,0,0,0|0|0,0|0,0|0,23|20,0|0,5,2,100,0,0,14
2002,5,151,300,0,2,18,0,0,0|0|0,0|0,0|0,0|0,0|0,10,1,70,0,0,1
2003,5,151,450,0,2,18,0,0,0|0|0,0|0,0|0,0|0,0|0,10,1,75,0,0,1
2004,5,151,650,0,3,20,0,0,0|0|0,31|5,0|0,0|0,0|0,11,1,75,0,0,1
2005,5,151,750,0,3,21,0,0,0|0|0,31|7,0|0,0|0,0|0,12,1,80,0,0,1
2006,5,151,950,0,2,22,0,0,0|0|0,31|10,0|0,0|0,0|0,13,1,80,0,0,1
2007,5,151,1100,0,2,24,0,0,0|0|0,31|15,0|0,0|0,0|0,15,2,80,0,0,1
2008,5,151,1400,0,2,26,0,0,0|0|0,31|20,0|0,0|0,0|0,17,1,80,0,0,1
2009,5,151,1900,0,2,28,0,0,0|0|0,31|25,0|0,0|0,0|0,19,1,85,0,0,1
2010,5,151,2200,0,2,29,0,0,0|0|0,31|30,0|0,0|0,0|0,21,1,80,0,0,2
2011,5,151,3000,0,2,31,0,0,0|0|0,31|35,0|0,0|0,0|0,24,1,85,0,0,2
2012,5,151,3700,0,2,33,0,0,0|0|0,31|40,0|0,0|0,0|0,26,1,85,0,0,2
2013,5,151,4900,0,2,35,0,0,0|0|0,31|45,0|0,0|0,0|0,28,2,90,0,0,2
2014,5,151,6600,0,2,39,0,0,0|0|0,31|55,0|0,0|0,0|0,34,2,85,0,0,3
2015,5,151,9200,0,2,42,0,0,0|0|0,31|63,0|0,0|0,0|0,38,2,87,0,0,3
2016,5,151,13500,0,2,46,0,0,0|0|0,31|75,0|0,0|0,0|0,45,3,85,0,0,3
2017,5,151,17300,0,2,49,0,0,0|0|0,31|83,0|0,0|0,0|0,51,3,85,0,0,4
2018,5,151,25300,0,2,52,0,0,0|0|0,31|93,0|0,0|0,0|0,57,4,87,0,0,4
2019,5,151,31150,0,0,55,0,0,0|0|0,31|100,0|0,0|0,0|0,62,4,90,0,0,5
2020,5,151,43900,0,0,59,0,0,0|0|0,31|110,0|0,0|0,0|0,70,4,90,0,0,6
2021,5,151,48900,0,0,61,0,0,0|0|0,31|116,0|0,0|0,0|0,74,5,92,0,0,6
2022,5,151,67650,0,0,63,0,0,0|0|0,31|125,0|0,0|0,0|0,82,5,92,0,0,6
2023,5,151,79800,0,0,66,0,0,0|0|0,31|132,0|0,0|0,0|0,87,6,90,0,0,0
2024,5,151,101900,0,0,69,0,0,0|0|0,31|142,0|0,0|0,0|0,96,6,94,0,0,6
2025,5,151,116050,0,0,71,0,0,0|0|0,31|148,0|0,0|0,0|0,102,7,95,0,0,6
2026,5,151,147150,0,0,74,0,0,0|0|0,31|156,0|0,0|0,0|0,109,7,95,0,0,6
2027,5,151,171500,0,0,76,0,0,0|0|0,31|162,0|0,0|0,0|0,115,7,96,0,0,6
2028,5,151,224450,0,0,81,0,0,0|0|0,31|174,0|0,0|0,0|0,127,8,96,0,0,6
2029,5,151,0,0,2,14,0,0,0|0|0,0|0,0|0,0|0,0|0,2,0,70,0,0,6
2030,5,151,0,0,2,14,0,0,0|0|0,0|0,0|0,0|0,0|0,2,0,70,0,0,1
2031,5,151,1050,0,5,21,0,0,41|0|0,31|10,0|0,0|0,0|0,16,1,77,0,0,1
2032,5,151,2950,0,5,28,0,0,41|0|0,31|30,0|0,0|0,0|0,26,1,80,0,0,1
2033,5,151,6350,0,5,35,0,0,41|0|0,31|50,0|0,0|0,0|0,37,1,80,0,0,2
2034,5,151,13550,0,5,42,0,0,41|0|0,31|70,0|0,0|0,0|0,50,2,82,0,0,3
2035,5,151,22950,0,6,48,0,0,41|0|0,31|88,0|0,0|0,0|0,65,2,83,0,0,4
2036,5,151,35400,0,6,53,0,0,41|0|0,31|100,0|0,0|0,0|0,81,3,84,0,0,5
2037,5,151,60000,0,6,59,0,0,41|0|0,31|100,0|0,0|0,0|0,85,4,82,0,0,6
2038,5,151,98775,0,6,69,0,0,0|0|0,31|100,0|0,0|0,0|0,100,4,84,0,0,6
2039,5,151,132975,0,6,76,0,0,0|0|0,31|100,0|0,0|0,0|0,120,5,85,0,0,6
2040,5,151,187600,0,6,75,0,0,0|0|0,31|168,0|0,0|0,0|0,142,6,85,0,0,6
2041,5,151,30728,0,6,81,0,0,0|0|0,31|184,0|0,0|0,0|0,100,4,86,0,0,6
2042,5,151,103800,0,6,62,0,0,51|0|0,31|140,0|0,0|0,0|0,120,5,82,0,0,6
2043,5,151,187600,0,6,75,0,0,51|0|0,31|160,0|0,0|0,0|0,140,6,85,0,0,7
2061,5,152,900,0,3,22,0,0,42|0|0,31|10,0|0,0|0,0|0,15,1,77,0,0,1
2062,5,152,2500,0,3,29,0,0,42|0|0,31|30,0|0,0|0,0|0,23,2,78,0,0,1
2063,5,152,5700,0,3,36,0,0,42|0|0,31|50,0|0,0|0,0|0,32,2,80,0,0,2
2064,5,152,10700,0,3,43,0,0,42|0|0,31|70,0|0,0|0,0|0,43,3,80,0,0,3
2065,5,152,19600,0,3,50,0,0,42|0|0,31|88,0|0,0|0,0|0,55,4,82,0,0,4
2066,5,152,29550,0,3,55,0,0,42|0|0,31|100,0|0,0|0,0|0,69,5,82,0,0,5
2067,5,152,45350,0,3,61,0,0,42|0|0,31|100,0|0,0|0,0|0,72,6,84,0,0,6
2068,5,151,77220,0,3,72,0,0,0|0|0,31|100,0|0,0|0,0|0,85,6,85,0,0,6
2069,5,151,106605,0,3,79,0,0,0|0|0,31|100,0|0,0|0,0|0,102,7,85,0,0,6
2070,5,151,143900,0,3,78,0,0,0|0|0,31|168,0|0,0|0,0|0,120,9,87,0,0,6
2071,5,151,126408,0,3,84,0,0,0|0|0,31|184,0|0,0|0,0|0,140,10,88,0,0,6
2072,5,152,82150,0,3,64,0,0,52|0|0,31|140,0|0,0|0,0|0,102,7,80,0,0,6
2073,5,152,143900,0,3,78,0,0,52|0|0,31|160,0|0,0|0,0|0,118,7,87,0,0,7
2091,5,151,1050,0,3,24,0,0,43|0|0,31|10,0|0,0|0,0|0,15,1,80,0,0,1
2092,5,151,2750,0,3,31,0,0,43|0|0,31|30,0|0,0|0,0|0,23,1,80,0,0,1
2093,5,151,6450,0,3,38,0,0,43|0|0,31|50,0|0,0|0,0|0,33,2,83,0,0,2
2094,5,151,13050,0,3,45,0,0,43|0|0,31|70,0|0,0|0,0|0,44,2,83,0,0,3
2095,5,151,21900,0,3,52,0,0,43|0|0,31|88,0|0,0|0,0|0,57,3,83,0,0,4
2096,5,151,32250,0,3,57,0,0,43|0|0,31|100,0|0,0|0,0|0,72,4,86,0,0,5
2097,5,151,56100,0,3,63,0,0,43|0|0,31|100,0|0,0|0,0|0,75,5,86,0,0,6
2098,5,151,84420,0,3,74,0,0,0|0|0,31|100,0|0,0|0,0|0,88,5,85,0,0,6
2099,5,151,115380,0,3,81,0,0,0|0|0,31|100,0|0,0|0,0|0,106,6,87,0,0,6
2100,5,151,181850,0,3,80,0,0,0|0|0,31|168,0|0,0|0,0|0,125,7,88,0,0,6
2101,5,151,150144,0,3,86,0,0,0|0|0,31|184,0|0,0|0,0|0,146,8,90,0,0,6
2102,5,151,90150,0,3,66,0,0,53|0|0,31|140,0|0,0|0,0|0,106,6,92,0,0,6
2103,5,151,181850,0,3,80,0,0,53|0|0,31|160,0|0,0|0,0|0,132,6,92,0,0,7
2121,5,151,1300,0,3,24,0,0,44|0|0,31|10,0|0,0|0,0|0,16,1,80,0,0,1
2122,5,151,2750,0,3,31,0,0,44|0|0,31|30,0|0,0|0,0|0,24,1,80,0,0,1
2123,5,151,6450,0,3,38,0,0,44|0|0,31|50,0|0,0|0,0|0,33,2,85,0,0,2
2124,5,151,13050,0,3,45,0,0,44|0|0,31|70,0|0,0|0,0|0,44,2,85,0,0,3
2125,5,151,21250,0,3,51,0,0,44|0|0,31|88,0|0,0|0,0|0,57,3,85,0,0,4
2126,5,151,33900,0,3,56,0,0,44|0|0,31|100,0|0,0|0,0|0,71,4,85,0,0,5
2127,5,151,52150,0,3,62,0,0,44|0|0,31|100,0|0,0|0,0|0,74,5,85,0,0,6
2128,5,151,80595,0,3,73,0,0,0|0|0,31|100,0|0,0|0,0|0,87,5,85,0,0,6
2129,5,151,113085,0,3,80,0,0,0|0|0,31|100,0|0,0|0,0|0,104,6,87,0,0,6
2130,5,151,161300,0,3,79,0,0,0|0|0,31|168,0|0,0|0,0|0,123,7,87,0,0,6
2131,5,151,224250,0,3,84,0,0,0|0|0,31|184,0|0,0|0,0|0,143,8,90,0,0,6
2132,5,151,88000,0,3,65,0,0,54|0|0,31|140,0|0,0|0,0|0,104,6,85,0,0,6
2133,5,151,161300,0,3,79,0,0,54|0|0,31|160,0|0,0|0,0|0,121,5,87,0,0,7
2151,5,151,0,0,3,50,0,0,0|0|0,0|0,0|0,0|0,0|0,5,5,100,0,0,1
2152,5,151,1500,0,3,22,0,0,0|0|0,31|10,0|0,0|0,0|0,5,3,85,0,0,0
2153,5,151,1500,0,3,20,0,0,0|0|0,31|15,0|0,0|0,0|0,3,6,82,0,0,0
2154,5,151,1200,0,2,23,0,0,0|0|0,31|14,0|0,38|10,0|0,6,2,80,0,0,0
2157,5,151,1000,0,2,23,0,0,0|0|0,31|1,0|0,0|0,0|0,5,2,80,0,0,0
2160,5,151,1000,0,2,23,0,0,0|0|0,31|1,0|0,0|0,0|0,5,2,80,0,0,0
2161,5,151,1000,0,2,23,0,0,0|0|0,31|1,0|0,0|0,0|0,5,2,80,0,0,0
2163,5,151,1000,0,2,23,0,0,0|0|0,31|1,0|0,14|30,0|0,6,6,80,0,0,0
2164,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,2,80,0,0,0
2169,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,2,80,0,0,0
2170,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,2,85,0,0,0
2171,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,2,85,0,0,0
2172,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,2,85,0,0,0
2173,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,2,85,0,0,0
2174,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,2,85,0,0,0
2180,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,0|0,0|0,5,5,80,0,0,0
2181,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,14|8,23|8,8,8,80,0,0,0
2182,5,151,1500,0,3,22,0,0,0|0|0,0|0,0|0,14|5,0|0,5,3,85,0,0,0
2183,5,151,1500,0,6,81,0,0,0|0|0,0|0,0|0,14|5,0|0,5,3,85,0,0,0
2184,5,151,1500,0,6,81,0,0,0|0|0,31|120,0|0,23|10,10|5,100,4,86,0,0,0
2185,5,151,1500,0,3,84,0,0,0|0|0,31|120,0|0,23|10,12|5,140,10,88,0,0,0
2186,5,151,1500,0,3,86,0,0,0|0|0,31|120,0|0,23|10,11|5,146,8,90,0,0,0
2187,5,151,1500,0,3,84,0,0,0|0|0,31|120,0|0,23|10,15|5,143,8,90,0,0,0
2188,5,151,1000,0,2,23,0,0,0|0|0,0|0,0|0,14|8,23|8,8,8,80,0,0,0
2201,5,151,750,0,3,27,0,0,0|0|0,31|2,0|0,0|0,28|0,13,3,80,0,0,0
2202,5,151,950,0,2,25,0,0,0|0|0,31|5,0|0,0|0,24|1,14,3,80,0,0,1
2203,5,151,950,0,2,28,0,0,0|0|0,31|5,0|0,0|0,28|1,14,3,80,0,0,1
2204,5,151,1100,0,2,26,0,0,0|0|0,31|10,0|0,0|0,24|2,16,4,80,0,0,1
2205,5,151,1100,0,2,29,0,0,0|0|0,31|10,0|0,0|0,39|25,16,4,80,0,0,1
2206,5,151,1100,0,2,31,0,0,0|0|0,31|10,0|0,0|0,28|2,16,4,80,0,0,1
2207,5,151,1400,0,2,29,0,0,0|0|0,31|15,0|0,0|0,24|3,19,3,80,0,0,1
2208,5,151,1400,0,2,31,0,0,0|0|0,31|15,0|0,0|0,39|37,19,3,80,0,0,1
2209,5,151,1400,0,2,33,0,0,0|0|0,31|15,0|0,0|0,28|3,19,3,80,0,0,1
2210,5,151,1900,0,2,31,0,0,0|0|0,31|20,0|0,0|0,24|4,21,3,85,0,0,1
2211,5,151,1900,0,2,33,0,0,0|0|0,31|20,0|0,0|0,39|50,21,3,85,0,0,2
2212,5,151,1900,0,2,35,0,0,0|0|0,31|20,0|0,0|0,28|4,21,3,85,0,0,2
2213,5,151,2200,0,2,31,0,0,0|0|0,31|25,0|0,0|0,24|5,23,3,80,0,0,2
2214,5,151,2200,0,2,34,0,0,0|0|0,31|25,0|0,0|0,39|62,23,3,80,0,0,2
2215,5,151,2200,0,2,36,0,0,0|0|0,31|25,0|0,0|0,28|5,23,3,80,0,0,2
2216,5,151,3000,0,2,34,0,0,0|0|0,31|30,0|0,0|0,24|6,26,3,85,0,0,2
2217,5,151,3000,0,2,36,0,0,0|0|0,31|30,0|0,0|0,39|75,26,3,85,0,0,2
2218,5,151,3000,0,2,37,0,0,0|0|0,31|30,0|0,0|0,28|6,26,3,85,0,0,2
2219,5,151,3700,0,2,35,0,0,0|0|0,31|35,0|0,0|0,24|7,28,3,85,0,0,2
2220,5,151,3700,0,2,37,0,0,0|0|0,31|35,0|0,0|0,39|87,28,3,85,0,0,2
2221,5,151,3700,0,2,39,0,0,0|0|0,31|35,0|0,0|0,28|7,28,3,85,0,0,2
2222,5,151,4900,0,2,38,0,0,0|0|0,31|40,0|0,0|0,24|8,30,4,90,0,0,2
2223,5,151,4900,0,2,40,0,0,0|0|0,31|40,0|0,0|0,39|100,30,4,90,0,0,3
2224,5,151,4900,0,2,42,0,0,0|0|0,31|40,0|0,0|0,28|8,30,4,90,0,0,3
2225,5,151,6600,0,2,42,0,0,0|0|0,31|50,0|0,0|0,24|10,36,5,85,0,0,3
2226,5,151,6600,0,2,43,0,0,0|0|0,31|50,0|0,0|0,39|125,36,5,85,0,0,3
2227,5,151,6600,0,2,45,0,0,0|0|0,31|50,0|0,0|0,28|10,36,5,85,0,0,3
2228,5,151,9200,0,2,45,0,0,0|0|0,31|58,0|0,0|0,24|11,41,5,87,0,0,3
2229,5,151,9200,0,2,46,0,0,0|0|0,31|58,0|0,0|0,39|145,41,5,87,0,0,3
2230,5,151,9200,0,2,47,0,0,0|0|0,31|58,0|0,0|0,39|145,41,5,87,0,0,3
2231,5,151,9200,0,2,49,0,0,0|0|0,31|58,0|0,0|0,28|11,41,5,87,0,0,3
2232,5,151,13500,0,0,44,0,0,0|0|0,31|55,0|0,0|0,24|11,48,6,85,0,0,3
2233,5,151,13500,0,0,45,0,0,0|0|0,31|55,0|0,0|0,39|137,48,6,85,0,0,4
2234,5,151,13500,0,0,46,0,0,0|0|0,31|55,0|0,0|0,39|137,48,6,85,0,0,4
2235,5,151,13500,0,0,48,0,0,0|0|0,31|55,0|0,0|0,28|11,48,6,85,0,0,4
2236,5,151,17300,0,0,46,0,0,0|0|0,31|60,0|0,0|0,24|12,54,6,85,0,0,4
2237,5,151,17300,0,0,47,0,0,0|0|0,31|60,0|0,0|0,39|150,54,6,85,0,0,4
2238,5,151,17300,0,0,48,0,0,0|0|0,31|60,0|0,0|0,39|150,54,6,85,0,0,4
2239,5,151,17300,0,0,50,0,0,0|0|0,31|60,0|0,0|0,28|12,54,6,85,0,0,4
2240,5,151,22450,0,0,48,0,0,0|0|0,31|88,0|0,0|0,24|17,60,8,87,0,0,4
2241,5,151,22450,0,0,49,0,0,0|0|0,31|88,0|0,0|0,39|220,60,8,87,0,0,5
2242,5,151,22450,0,0,50,0,0,0|0|0,31|88,0|0,0|0,39|220,60,8,87,0,0,5
2243,5,151,22450,0,0,52,0,0,0|0|0,31|88,0|0,0|0,28|17,60,8,87,0,0,5
2244,5,151,27450,0,0,50,0,0,0|0|0,31|95,0|0,0|0,24|19,65,8,90,0,0,5
2245,5,151,27450,0,0,51,0,0,0|0|0,31|95,0|0,0|0,39|237,65,8,90,0,0,6
2246,5,151,27450,0,0,52,0,0,0|0|0,31|95,0|0,0|0,39|237,65,8,90,0,0,6
2247,5,151,27450,0,0,54,0,0,0|0|0,31|95,0|0,0|0,28|19,65,8,90,0,0,6
2248,5,151,36450,0,0,51,0,0,0|0|0,31|105,0|0,0|0,24|21,74,8,90,0,0,6
2249,5,151,36450,0,0,52,0,0,0|0|0,31|105,0|0,0|0,39|262,74,8,90,0,0,6
2250,5,151,36450,0,0,53,0,0,0|0|0,31|105,0|0,0|0,39|262,74,8,90,0,0,6
2251,5,151,36450,0,0,55,0,0,0|0|0,31|105,0|0,0|0,28|21,74,8,90,0,0,6
2252,5,151,40450,0,0,53,0,0,0|0|0,31|111,0|0,0|0,24|22,78,9,92,0,0,6
2253,5,151,40450,0,0,54,0,0,0|0|0,31|111,0|0,0|0,39|277,78,9,92,0,0,6
2254,5,151,40450,0,0,55,0,0,0|0|0,31|111,0|0,0|0,39|277,78,9,92,0,0,6
2255,5,151,40450,0,0,57,0,0,0|0|0,31|111,0|0,0|0,28|22,78,9,92,0,0,6
2256,5,151,51250,0,0,55,0,0,0|0|0,31|120,0|0,0|0,24|24,86,9,92,0,0,6
2257,5,151,51250,0,0,56,0,0,0|0|0,31|120,0|0,0|0,39|300,86,9,92,0,0,6
2258,5,151,51250,0,0,57,0,0,0|0|0,31|120,0|0,0|0,39|300,86,9,92,0,0,6
2259,5,151,51250,0,0,59,0,0,0|0|0,31|120,0|0,0|0,28|24,86,9,92,0,0,6
2260,5,151,56650,0,0,57,0,0,0|0|0,31|127,0|0,0|0,24|25,91,11,90,0,0,6
